id,neighborhood,room_type,price,rating,review_text
316,Darlinghurst,Private room,733.72,3.1,"Terrible experience, the place was dirty and loud."
317,Parramatta,Private room,747.01,4.8,Luxury villa with a pool and ocean views. Incredible experience.
318,Parramatta,Private room,789.69,3.9,Extremely clean and modern apartment with high-speed wifi.
319,Newtown,Entire home/apt,619.28,2.6,Luxury villa with a pool and ocean views. Incredible experience.
320,Bondi,Private room,380.62,2.5,"Quiet and peaceful, the perfect romantic getaway."
321,Surry Hills,Private room,774.23,5.0,Luxury villa with a pool and ocean views. Incredible experience.
322,Parramatta,Shared room,51.42,4.2,"Quiet and peaceful, the perfect romantic getaway."
323,Newtown,Entire home/apt,221.27,3.4,"Terrible experience, the place was dirty and loud."
324,Newtown,Private room,427.71,3.6,"Terrible experience, the place was dirty and loud."
325,Bondi,Entire home/apt,164.65,3.7,Extremely clean and modern apartment with high-speed wifi.
326,Bondi,Entire home/apt,662.0,4.8,"Terrible experience, the place was dirty and loud."
327,Newtown,Private room,428.03,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
328,Darlinghurst,Shared room,234.76,3.4,A bit outdated but very affordable and cozy.
329,Manly,Shared room,713.44,4.3,"Quiet and peaceful, the perfect romantic getaway."
330,Parramatta,Entire home/apt,631.16,4.1,Extremely clean and modern apartment with high-speed wifi.
331,Surry Hills,Private room,767.88,2.5,"Quiet and peaceful, the perfect romantic getaway."
332,Manly,Entire home/apt,759.05,3.9,"Terrible experience, the place was dirty and loud."
333,Bondi,Entire home/apt,506.03,4.8,"Basic room, clean but tiny. The host was very friendly."
334,Bondi,Private room,223.02,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
335,Manly,Shared room,789.68,2.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
336,Darlinghurst,Shared room,109.53,2.5,"Quiet and peaceful, the perfect romantic getaway."
337,Surry Hills,Shared room,500.52,4.8,"Basic room, clean but tiny. The host was very friendly."
338,Bondi,Entire home/apt,207.24,2.9,Extremely clean and modern apartment with high-speed wifi.
339,Parramatta,Private room,100.07,3.0,"Quiet and peaceful, the perfect romantic getaway."
340,Bondi,Shared room,127.68,4.6,"Basic room, clean but tiny. The host was very friendly."
341,Newtown,Entire home/apt,609.16,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
342,Bondi,Entire home/apt,696.41,3.5,"Terrible experience, the place was dirty and loud."
343,Newtown,Private room,669.45,2.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
344,Surry Hills,Shared room,713.06,3.7,"Basic room, clean but tiny. The host was very friendly."
345,Surry Hills,Entire home/apt,93.96,2.9,Luxury villa with a pool and ocean views. Incredible experience.
346,Manly,Entire home/apt,123.34,2.7,"Terrible experience, the place was dirty and loud."
347,Darlinghurst,Entire home/apt,264.76,4.9,Extremely clean and modern apartment with high-speed wifi.
348,Manly,Private room,328.16,3.8,"Terrible experience, the place was dirty and loud."
349,Surry Hills,Shared room,442.4,4.2,"Terrible experience, the place was dirty and loud."
350,Bondi,Entire home/apt,358.03,4.8,"Very noisy and bustling, great for nightlife but hard to sleep."
351,Newtown,Entire home/apt,252.48,4.6,Luxury villa with a pool and ocean views. Incredible experience.
352,Bondi,Entire home/apt,55.69,4.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
353,Darlinghurst,Entire home/apt,106.77,3.9,A bit outdated but very affordable and cozy.
354,Newtown,Entire home/apt,353.01,4.4,A bit outdated but very affordable and cozy.
355,Surry Hills,Entire home/apt,501.81,3.5,"Quiet and peaceful, the perfect romantic getaway."
356,Darlinghurst,Entire home/apt,722.86,3.5,"Very noisy and bustling, great for nightlife but hard to sleep."
357,Newtown,Entire home/apt,552.54,4.5,A bit outdated but very affordable and cozy.
358,Manly,Shared room,456.68,3.8,"Basic room, clean but tiny. The host was very friendly."
359,Manly,Entire home/apt,556.92,4.7,Extremely clean and modern apartment with high-speed wifi.
360,Parramatta,Private room,95.74,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
361,Parramatta,Shared room,619.67,4.7,"Basic room, clean but tiny. The host was very friendly."
362,Manly,Shared room,791.03,3.1,"Quiet and peaceful, the perfect romantic getaway."
363,Surry Hills,Private room,301.11,4.6,"Quiet and peaceful, the perfect romantic getaway."
364,Darlinghurst,Entire home/apt,461.53,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
365,Manly,Entire home/apt,254.1,4.9,"Terrible experience, the place was dirty and loud."
366,Bondi,Shared room,387.38,4.7,Luxury villa with a pool and ocean views. Incredible experience.
367,Newtown,Private room,680.44,3.8,Extremely clean and modern apartment with high-speed wifi.
368,Newtown,Shared room,457.9,4.6,"Quiet and peaceful, the perfect romantic getaway."
369,Manly,Private room,481.88,3.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
370,Surry Hills,Entire home/apt,748.81,4.2,Extremely clean and modern apartment with high-speed wifi.
371,Newtown,Entire home/apt,103.56,4.7,"Terrible experience, the place was dirty and loud."
372,Darlinghurst,Shared room,345.17,3.1,A bit outdated but very affordable and cozy.
373,Newtown,Entire home/apt,54.68,2.9,Luxury villa with a pool and ocean views. Incredible experience.
374,Bondi,Entire home/apt,594.68,2.8,"Terrible experience, the place was dirty and loud."
375,Parramatta,Shared room,645.05,2.5,"Very noisy and bustling, great for nightlife but hard to sleep."
376,Surry Hills,Private room,598.94,3.6,"Basic room, clean but tiny. The host was very friendly."
377,Darlinghurst,Entire home/apt,657.31,3.8,"Terrible experience, the place was dirty and loud."
378,Darlinghurst,Shared room,250.88,2.7,Luxury villa with a pool and ocean views. Incredible experience.
379,Darlinghurst,Entire home/apt,230.98,4.6,"Terrible experience, the place was dirty and loud."
380,Darlinghurst,Shared room,369.36,4.1,Luxury villa with a pool and ocean views. Incredible experience.
381,Darlinghurst,Shared room,651.46,3.6,"Terrible experience, the place was dirty and loud."
382,Surry Hills,Shared room,348.33,3.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
383,Bondi,Shared room,125.99,3.4,Luxury villa with a pool and ocean views. Incredible experience.
384,Parramatta,Shared room,128.37,3.5,Luxury villa with a pool and ocean views. Incredible experience.
385,Parramatta,Shared room,603.97,2.7,"Basic room, clean but tiny. The host was very friendly."
386,Parramatta,Entire home/apt,124.08,3.9,Luxury villa with a pool and ocean views. Incredible experience.
387,Darlinghurst,Entire home/apt,380.64,2.9,"Quiet and peaceful, the perfect romantic getaway."
388,Newtown,Shared room,612.24,3.8,Luxury villa with a pool and ocean views. Incredible experience.
389,Darlinghurst,Private room,147.56,4.3,Luxury villa with a pool and ocean views. Incredible experience.
390,Surry Hills,Private room,576.76,3.6,"Very noisy and bustling, great for nightlife but hard to sleep."
391,Manly,Entire home/apt,705.41,4.0,Luxury villa with a pool and ocean views. Incredible experience.
392,Parramatta,Entire home/apt,221.03,4.6,Luxury villa with a pool and ocean views. Incredible experience.
393,Darlinghurst,Private room,472.25,2.6,Extremely clean and modern apartment with high-speed wifi.
394,Darlinghurst,Shared room,566.02,3.9,"Quiet and peaceful, the perfect romantic getaway."
395,Manly,Private room,183.15,2.6,"Basic room, clean but tiny. The host was very friendly."
396,Parramatta,Entire home/apt,437.08,4.8,Luxury villa with a pool and ocean views. Incredible experience.
397,Newtown,Shared room,84.3,4.3,Luxury villa with a pool and ocean views. Incredible experience.
398,Darlinghurst,Shared room,775.2,3.7,"Very noisy and bustling, great for nightlife but hard to sleep."
399,Parramatta,Shared room,707.63,3.3,Extremely clean and modern apartment with high-speed wifi.
400,Newtown,Entire home/apt,734.53,4.3,Extremely clean and modern apartment with high-speed wifi.
401,Surry Hills,Shared room,496.49,2.9,"Basic room, clean but tiny. The host was very friendly."
402,Surry Hills,Entire home/apt,358.53,4.0,"Very noisy and bustling, great for nightlife but hard to sleep."
403,Manly,Entire home/apt,772.43,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
404,Bondi,Entire home/apt,141.97,2.5,A bit outdated but very affordable and cozy.
405,Surry Hills,Private room,374.95,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
406,Parramatta,Shared room,670.12,4.1,Luxury villa with a pool and ocean views. Incredible experience.
407,Parramatta,Shared room,753.78,3.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
408,Newtown,Private room,395.59,3.5,"Basic room, clean but tiny. The host was very friendly."
409,Surry Hills,Entire home/apt,790.91,2.7,"Very noisy and bustling, great for nightlife but hard to sleep."
410,Bondi,Entire home/apt,762.68,3.3,"Basic room, clean but tiny. The host was very friendly."
411,Newtown,Entire home/apt,678.74,2.5,Luxury villa with a pool and ocean views. Incredible experience.
412,Parramatta,Entire home/apt,712.59,4.3,"Very noisy and bustling, great for nightlife but hard to sleep."
413,Parramatta,Shared room,524.55,4.9,"Terrible experience, the place was dirty and loud."
414,Darlinghurst,Shared room,451.37,2.8,"Terrible experience, the place was dirty and loud."
415,Darlinghurst,Entire home/apt,205.72,4.5,"Quiet and peaceful, the perfect romantic getaway."
416,Parramatta,Entire home/apt,64.39,3.8,"Very noisy and bustling, great for nightlife but hard to sleep."
417,Bondi,Shared room,221.46,4.2,Luxury villa with a pool and ocean views. Incredible experience.
418,Parramatta,Private room,605.15,3.5,Luxury villa with a pool and ocean views. Incredible experience.
419,Newtown,Private room,372.51,3.2,"Quiet and peaceful, the perfect romantic getaway."
420,Bondi,Private room,183.99,3.1,"Quiet and peaceful, the perfect romantic getaway."
421,Surry Hills,Shared room,252.26,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
422,Darlinghurst,Private room,234.62,4.6,A bit outdated but very affordable and cozy.
423,Parramatta,Private room,663.49,3.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
424,Parramatta,Entire home/apt,291.59,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
425,Surry Hills,Entire home/apt,143.22,4.9,Luxury villa with a pool and ocean views. Incredible experience.
426,Darlinghurst,Shared room,278.84,4.6,Luxury villa with a pool and ocean views. Incredible experience.
427,Darlinghurst,Private room,93.54,4.5,"Quiet and peaceful, the perfect romantic getaway."
428,Bondi,Private room,564.54,4.6,"Basic room, clean but tiny. The host was very friendly."
429,Bondi,Entire home/apt,201.39,3.4,"Basic room, clean but tiny. The host was very friendly."
430,Manly,Private room,291.35,4.1,Luxury villa with a pool and ocean views. Incredible experience.
431,Newtown,Shared room,742.65,3.5,A bit outdated but very affordable and cozy.
432,Parramatta,Entire home/apt,765.63,2.7,"Very noisy and bustling, great for nightlife but hard to sleep."
433,Manly,Shared room,75.15,4.5,"Very noisy and bustling, great for nightlife but hard to sleep."
434,Parramatta,Private room,431.49,4.2,A bit outdated but very affordable and cozy.
435,Bondi,Entire home/apt,68.14,3.4,Luxury villa with a pool and ocean views. Incredible experience.
436,Parramatta,Private room,328.76,4.3,"Basic room, clean but tiny. The host was very friendly."
437,Surry Hills,Entire home/apt,55.26,4.3,"Very noisy and bustling, great for nightlife but hard to sleep."
438,Manly,Shared room,331.4,4.6,"Quiet and peaceful, the perfect romantic getaway."
439,Newtown,Entire home/apt,784.93,4.8,Luxury villa with a pool and ocean views. Incredible experience.
440,Newtown,Private room,122.49,4.8,Luxury villa with a pool and ocean views. Incredible experience.
441,Surry Hills,Entire home/apt,250.18,4.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
442,Manly,Shared room,469.24,3.2,"Very noisy and bustling, great for nightlife but hard to sleep."
443,Darlinghurst,Entire home/apt,232.5,2.5,"Basic room, clean but tiny. The host was very friendly."
444,Manly,Shared room,252.73,4.9,"Terrible experience, the place was dirty and loud."
445,Manly,Entire home/apt,231.01,4.3,A bit outdated but very affordable and cozy.
446,Manly,Shared room,240.17,4.9,Luxury villa with a pool and ocean views. Incredible experience.
447,Parramatta,Entire home/apt,241.77,4.1,A bit outdated but very affordable and cozy.
448,Manly,Entire home/apt,201.89,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
449,Bondi,Private room,96.76,3.1,Extremely clean and modern apartment with high-speed wifi.
450,Darlinghurst,Entire home/apt,318.52,3.6,"Terrible experience, the place was dirty and loud."
451,Newtown,Shared room,285.02,3.4,"Terrible experience, the place was dirty and loud."
452,Bondi,Entire home/apt,134.5,4.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
453,Manly,Private room,682.45,3.8,Luxury villa with a pool and ocean views. Incredible experience.
454,Darlinghurst,Shared room,721.02,3.7,"Very noisy and bustling, great for nightlife but hard to sleep."
455,Newtown,Entire home/apt,664.42,3.5,A bit outdated but very affordable and cozy.
456,Parramatta,Entire home/apt,605.5,4.3,A bit outdated but very affordable and cozy.
457,Surry Hills,Entire home/apt,533.72,3.4,"Terrible experience, the place was dirty and loud."
458,Newtown,Private room,337.34,3.0,"Terrible experience, the place was dirty and loud."
459,Newtown,Entire home/apt,334.97,4.1,Luxury villa with a pool and ocean views. Incredible experience.
460,Darlinghurst,Shared room,298.5,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
461,Bondi,Entire home/apt,90.39,3.1,"Basic room, clean but tiny. The host was very friendly."
462,Surry Hills,Private room,451.63,3.4,Luxury villa with a pool and ocean views. Incredible experience.
